Year,short_name,long_name,age,nationality,club,overall,potential,eff_overall,player_positions,team_position,contract_valid_until
2016,X. Shaqiri,Xherdan Shaqiri,23,Switzerland,Stoke City,80,84,81,"RM, CAM, LM",RM,2020
2016,R. Shawcross,Ryan Shawcross,27,England,Stoke City,80,80,80,CB,SUB,2018
2016,M. Arnautovic,Marko Arnautovic,26,Austria,Stoke City,78,82,79,"LM, RM",LM,2017
2016,M. Diouf,Mame Diouf,27,Senegal,Stoke City,78,78,78,"ST, RM",SUB,2018
2016,J. Butland,Jack Butland,22,England,Stoke City,77,87,79,GK,GK,2019
2016,G. Johnson,Glen Johnson,30,England,Stoke City,77,77,77,"RB, LB",RB,2017
2016,G. Cameron,Geoff Cameron,30,United States,Stoke City,77,77,77,"CB, RB, CDM",RCB,2018
2016,P. Wollscheid,Philipp Wollscheid,26,Germany,Stoke City,76,78,77,CB,SUB,2018
2016,P. Crouch,Peter Crouch,34,England,Stoke City,76,76,76,ST,SUB,2017
2016,I. Afellay,Ibrahim Afellay,29,Netherlands,Stoke City,76,76,76,"LM, CAM, CM",SUB,2017
2016,S. Ireland,Stephen Ireland,28,Republic of Ireland,Stoke City,76,76,76,"CAM, CM",SUB,2017
2016,M. van Ginkel,Marco van Ginkel,22,Netherlands,Stoke City,75,83,77,CM,RDM,2016
2016,Marc Muniesa,Marc Muniesa,23,Spain,Stoke City,75,81,77,"CB, LB",SUB,2019
2016,Joselu,Joselu,25,Spain,Stoke City,75,78,76,ST,SUB,2021
2016,S. Given,Shay Given,39,Republic of Ireland,Stoke City,75,75,75,GK,SUB,2017
2016,P. Odemwingie,Peter Odemwingie,33,Nigeria,Stoke City,75,75,75,"RM, ST, LM",SUB,2016
2016,C. Adam,Charlie Adam,29,Scotland,Stoke City,75,75,75,"CM, CAM",SUB,2017
2016,G. Whelan,Glenn Whelan,31,Republic of Ireland,Stoke City,75,75,75,"CDM, CM",LDM,2017
2016,E. Pieters,Erik Pieters,26,Netherlands,Stoke City,74,76,75,LB,LB,2017
2016,S. Sidwell,Steve Sidwell,32,England,Stoke City,74,74,74,"CDM, CM",SUB,2016
2016,M. Wilson,Marc Wilson,27,Republic of Ireland,Stoke City,74,74,74,"CB, LB, CDM",LCB,2016
2016,P. Bardsley,Phil Bardsley,30,Scotland,Stoke City,72,72,72,"RB, LB",RES,2017
2016,J. Walters,Jonathan Walters,31,Republic of Ireland,Stoke City,71,71,71,"RM, ST",ST,2016
2016,O. Shenton,Oliver Shenton,17,England,Stoke City,62,74,65,CM,RES,2018
2016,Dionatan Teixeira,Dionatan Teixeira,22,Slovakia,Stoke City,62,65,63,CB,RES,2017
2016,Moha,Mohamed El Ouriachi,19,Morocco,Stoke City,61,73,64,LW,RES,2021
2016,J. Haugaard,Jakob Haugaard,23,Denmark,Stoke City,61,67,63,GK,RES,2018
2016,J. Defoe,Jermain Defoe,32,England,Sunderland,79,79,79,ST,ST,2018
2016,Y. Kaboul,Younes Kaboul,29,France,Sunderland,79,79,79,CB,LCB,2019
2016,J. Lens,Jeremain Lens,27,Netherlands,Sunderland,79,79,79,LW,LM,2019
2016,Y. M'Vila,Yann M'Vila,25,France,Sunderland,78,83,79,"CDM, CM",RDM,2016
2016,A. Johnson,Adam Johnson,27,England,Sunderland,78,78,78,"RM, LM",RM,2016
2016,L. Cattermole,Lee Cattermole,27,England,Sunderland,77,77,77,"CDM, CM",SUB,2021
2016,J. Rodwell,Jack Rodwell,24,England,Sunderland,76,82,78,CM,SUB,2019
2016,S. Fletcher,Steven Fletcher,28,Scotland,Sunderland,76,76,76,ST,SUB,2016
2016,C. Pantilimon,Costel Pantilimon,28,Romania,Sunderland,76,76,76,GK,GK,2018
2016,J. O'Shea,John O'Shea,34,Republic of Ireland,Sunderland,75,75,75,CB,SUB,2017
2016,W. Brown,Wes Brown,35,England,Sunderland,75,75,75,CB,SUB,2016
2016,O. Toivonen,Ola Toivonen,28,Sweden,Sunderland,75,75,75,ST,CAM,2016
2016,P. van Aanholt,Patrick van Aanholt,24,Netherlands,Sunderland,74,79,75,LB,LB,2018
2016,A. Matthews,Adam Matthews,23,Wales,Sunderland,74,78,75,RB,SUB,2019
2016,L. Bridcutt,Liam Bridcutt,26,Scotland,Sunderland,74,76,75,"CDM, CM",SUB,2017
2016,V. Mannone,Vito Mannone,27,Italy,Sunderland,74,76,75,GK,SUB,2017
2016,S. Larsson,Sebastian Larsson,30,Sweden,Sunderland,74,74,74,"CM, RM",SUB,2017
2016,S. Coates,Sebastian Coates,24,Uruguay,Sunderland,72,76,73,CB,RCB,2019
2016,B. Jones,Billy Jones,28,England,Sunderland,72,72,72,"RB, LB",RB,2018
2016,V. Roberge,Valentin Roberge,28,France,Sunderland,72,72,72,CB,SUB,2016
2016,W. Buckley,Will Buckley,25,England,Sunderland,71,73,72,"RM, RW, LW",RES,2017
2016,D. Graham,Danny Graham,29,England,Sunderland,71,71,71,ST,RES,2016
2016,Jordi Gomez,Jordi Gomez,30,Spain,Sunderland,71,71,71,"CM, CAM, RM",LDM,2017
2016,D. Yedlin,DeAndre Yedlin,21,United States,Sunderland,70,80,72,RB,SUB,2016
2016,C. Mavrias,Charis Mavrias,21,Greece,Sunderland,69,75,71,"RM, CAM, LM",RES,2017
2016,L. Gooch,Lynden Gooch,19,United States,Sunderland,63,77,66,"CAM, CM",RES,2017
2016,D. Watmore,Duncan Watmore,21,England,Sunderland,62,71,64,"RW, ST",RES,2016
2016,M. Mandron,Mikael Mandron,20,Scotland,Sunderland,60,72,63,ST,RES,2016
2016,T. Robson,Thomas Robson,19,England,Sunderland,59,70,62,LB,RES,2016
2016,M. Smith,Martin Smith,19,England,Sunderland,58,72,61,"CM, CAM",RES,2017
2016,L. Agnew,Liam Agnew,20,England,Sunderland,58,70,61,CM,RES,2016
2016,G. Honeyman,George Honeyman,20,England,Sunderland,58,69,61,CAM,RES,2020
2016,A. Williams,Ashley Williams,30,Wales,Swansea City,81,81,81,CB,LCB,2018
2016,A. Ayew,Andre Ayew,25,Ghana,Swansea City,79,82,80,"LM, CM",RM,2019
2016,G. Sigurdsson,Gylfi Sigurdsson,25,Iceland,Swansea City,78,81,79,"CAM, LM",CAM,2018
2016,F. Fernandez,Federico Fernandez,26,Argentina,Swansea City,78,81,79,CB,RCB,2018
2016,L. Fabianski,Lukasz Fabianski,30,Poland,Swansea City,78,78,78,GK,GK,2019
2016,J. Shelvey,Jonjo Shelvey,23,England,Swansea City,77,83,79,"CM, CDM, CAM",LDM,2019
2016,J. Montero,Jefferson Montero,25,Ecuador,Swansea City,77,81,78,"LW, LM",LM,2018
2016,Ki Sung Yueng,Ki Sung Yueng,26,Korea Republic,Swansea City,77,80,78,"CM, CDM",SUB,2018
2016,J. Cork,Jack Cork,26,England,Swansea City,77,79,78,"CDM, CM",RDM,2018
2016,L. Britton,Leon Britton,32,England,Swansea City,77,77,77,"CM, CDM",SUB,2017
2016,B. Gomis,Bafetimbi Gomis,29,France,Swansea City,77,77,77,ST,ST,2018
2016,F. Tabanou,Franck Tabanou,26,France,Swansea City,76,77,77,"LB, LWB",SUB,2018
2016,W. Routledge,Wayne Routledge,30,England,Swansea City,76,76,76,"LM, LW",SUB,2018
2016,Angel Rangel,Angel Rangel,32,Spain,Swansea City,76,76,76,RB,SUB,2017
2016,Michu,Michu,29,Spain,Swansea City,76,76,76,"ST, CAM",SUB,2016
2016,Jordi Amat,Jordi Amat,23,Spain,Swansea City,75,81,77,CB,SUB,2018
2016,Eder,Eder Lopes,27,Portugal,Swansea City,75,75,75,ST,SUB,2018
2016,N. Taylor,Neil Taylor,26,Wales,Swansea City,74,76,75,LB,LB,2019
2016,K. Naughton,Kyle Naughton,26,England,Swansea City,74,75,75,"RB, LB",RB,2018
2016,G. Tremmel,Gerhard Tremmel,36,Germany,Swansea City,74,74,74,GK,SUB,2017
2016,K. Nordfeldt,Kristoffer Nordfeldt,26,Sweden,Swansea City,72,75,73,GK,SUB,2018
2016,K. Bartley,Kyle Bartley,24,England,Swansea City,69,75,71,CB,SUB,2017
2016,M. Emnes,Marvin Emnes,27,Netherlands,Swansea City,68,68,68,"ST, CAM",RES,2017
2016,J. Fulton,Jay Fulton,21,Scotland,Swansea City,63,75,66,CM,RES,2018
2016,M. Grimes,Matthew Grimes,19,England,Swansea City,62,76,65,CM,RES,2019
2016,G. Zabret,Gregor Zabret,19,Slovenia,Swansea City,61,73,64,GK,RES,2016
2016,J. Loveridge,James Loveridge,21,Wales,Swansea City,59,68,61,ST,RES,2016
2016,R. Hanley,Raheem Hanley,21,England,Swansea City,59,67,61,LB,RES,2016
2016,L. Lucas,Lee Lucas,23,Wales,Swansea City,59,66,61,CM,RES,2016
2016,J. Sheehan,Josh Sheehan,20,Wales,Swansea City,58,69,61,CM,RES,2016
2016,H. Lloris,Hugo Lloris,28,France,Tottenham Hotspur,85,85,85,GK,GK,2019
2016,C. Eriksen,Christian Eriksen,23,Denmark,Tottenham Hotspur,83,87,84,"CAM, LM",CAM,2018
2016,J. Vertonghen,Jan Vertonghen,28,Belgium,Tottenham Hotspur,82,82,82,"CB, LB",LCB,2016
2016,T. Alderweireld,Toby Alderweireld,26,Belgium,Tottenham Hotspur,81,84,82,"CB, CDM, RB",RCB,2020
2016,M. Vorm,Michel Vorm,31,Netherlands,Tottenham Hotspur,80,80,80,GK,SUB,2018
2016,M. Dembele,Moussa Dembele,27,Belgium,Tottenham Hotspur,80,80,80,"CM, CDM",SUB,2017
2016,E. Lamela,Erik Lamela,23,Argentina,Tottenham Hotspur,79,83,80,"RM, CAM",RM,2018
2016,K. Walker,Kyle Walker,25,England,Tottenham Hotspur,79,83,80,RB,RB,2019
2016,N. Chadli,Nacer Chadli,25,Belgium,Tottenham Hotspur,79,82,80,"LM, LW",LM,2017
2016,H. Kane,Harry Kane,21,England,Tottenham Hotspur,78,84,80,"ST, CF",ST,2020
2016,F. Fazio,Federico Fazio,28,Argentina,Tottenham Hotspur,78,78,78,CB,SUB,2018
2016,K. Wimmer,Kevin Wimmer,22,Austria,Tottenham Hotspur,77,83,79,CB,SUB,2020
2016,D. Rose,Danny Rose,24,England,Tottenham Hotspur,77,81,78,LB,SUB,2019
2016,K. Trippier,Kieran Trippier,24,England,Tottenham Hotspur,76,82,78,RB,SUB,2020
2016,B. Davies,Ben Davies,22,Wales,Tottenham Hotspur,76,82,78,LB,LB,2019
2016,N. Bentaleb,Nabil Bentaleb,20,Algeria,Tottenham Hotspur,75,83,77,"CM, CDM",SUB,2020
2016,A. Townsend,Andros Townsend,23,England,Tottenham Hotspur,75,81,77,"RM, LM",SUB,2017
2016,R. Mason,Ryan Mason,24,England,Tottenham Hotspur,75,80,76,"CM, CDM, CAM",SUB,2020
2016,E. Dier,Eric Dier,21,England,Tottenham Hotspur,74,82,76,"CB, RB, CDM",RDM,2020
2016,A. Pritchard,Alex Pritchard,22,England,Tottenham Hotspur,71,79,73,"CAM, CM, LM",RES,2016
2016,T. Carroll,Tom Carroll,23,England,Tottenham Hotspur,71,78,73,"CM, CDM",SUB,2016
2016,D. Alli,Dele Alli,19,England,Tottenham Hotspur,69,85,73,"CM, CDM, CAM",LDM,2020
2016,C. N'Jie,Clinton N'Jie,21,Cameroon,Tottenham Hotspur,69,78,71,"ST, RW",SUB,2020
2016,J. Onomah,Josh Onomah,18,England,Tottenham Hotspur,66,81,69,CAM,RES,2019
2016,M. Veljkovic,Milos Veljkovic,19,Serbia,Tottenham Hotspur,61,74,64,"CB, CDM",RES,2016
2016,H. Winks,Harry Winks,19,England,Tottenham Hotspur,59,74,62,"CM, RM, CAM",RES,2018
2016,K. McEvoy,Kenneth McEvoy,20,Republic of Ireland,Tottenham Hotspur,58,69,61,"LM, CAM",RES,2016
2016,L. McGee,Luke McGee,19,England,Tottenham Hotspur,58,67,60,GK,RES,2016
2016,W. Miller,William Miller,19,England,Tottenham Hotspur,56,66,58,CAM,RES,2016
2016,E. Sonupe,Emmanuel Sonupe,19,England,Tottenham Hotspur,55,66,58,"RM, LM",RES,2016
2016,V. Ibarbo,Victor Ibarbo,25,Colombia,Watford,78,81,79,"RW, LW",SUB,2016
2016,E. Capoue,Etienne Capoue,26,France,Watford,77,77,77,"CDM, CB, CM",RDM,2019
2016,J. Holebas,Jose Holebas,31,Greece,Watford,77,77,77,"LB, LM",SUB,2018
2016,A. Nyom,Allan Nyom,27,Cameroon,Watford,77,77,77,RB,RB,2019
2016,V. Behrami,Valon Behrami,30,Switzerland,Watford,76,76,76,"CDM, CM",SUB,2018
2016,S. Prodl,Sebastian Prodl,28,Austria,Watford,76,76,76,CB,RCB,2020
2016,S. Berghuis,Steven Berghuis,23,Netherlands,Watford,75,79,76,"RW, LW",SUB,2019
2016,Gomes,Heurelho Gomes,34,Brazil,Watford,75,75,75,GK,GK,2018
2016,Jurado,Jose Manuel Jurado,29,Spain,Watford,75,75,75,"LM, CAM, LW, CM",LM,2018
2016,A. Diamanti,Alessandro Diamanti,32,Italy,Watford,75,75,75,"CF, CAM",SUB,2017
2016,T. Deeney,Troy Deeney,27,England,Watford,75,75,75,ST,CAM,2020
2016,E. Belkalem,Essaid Belkalem,26,Algeria,Watford,74,78,75,CB,SUB,2017
2016,M. Britos,Miguel Britos,29,Uruguay,Watford,74,74,74,CB,SUB,2018
2016,A. Abdi,Almen Abdi,28,Switzerland,Watford,73,73,73,"CAM, CM",RM,2018
2016,O. Ighalo,Odion Ighalo,26,Nigeria,Watford,72,75,73,ST,ST,2020
2016,C. Cathcart,Craig Cathcart,26,Northern Ireland,Watford,71,74,72,"CB, RB",LCB,2019
2016,J. Ekstrand,Joel Ekstrand,26,Sweden,Watford,71,72,72,CB,SUB,2016
2016,B. Watson,Ben Watson,29,England,Watford,71,71,71,"CM, CDM",LDM,2017
2016,J. Paredes,Juan Paredes,27,Ecuador,Watford,71,71,71,"RWB, RB",RES,2019
2016,G. Arlauskis,Giedrius Arlauskis,27,Lithuania,Watford,70,70,70,GK,SUB,2019
2016,T. Hoban,Tommie Hoban,21,Republic of Ireland,Watford,69,80,72,CB,SUB,2019
2016,N. Ake,Nathan Ake,20,Netherlands,Watford,69,78,71,"LB, CB, CDM",SUB,2020
2016,L. Doyley,Lloyd Doyley,32,Jamaica,Watford,68,68,68,"CB, RB",RES,2015
2016,L. Dyer,Lloyd Dyer,32,England,Watford,66,66,66,"LM, LW",RES,2017
2016,I. Anya,Ikechi Anya,27,Scotland,Watford,66,66,66,"LWB, RWB, CAM",LB,2016
2016,D. Lewis,Dennon Lewis,18,England,Watford,63,81,67,"LW, RW, ST",RES,2018
2016,R. Gilmartin,Rene Gilmartin,28,Republic of Ireland,Watford,57,57,57,GK,RES,2017
2016,A. Jakubiak,Alex Jakubiak,18,Scotland,Watford,56,71,59,ST,RES,2016
2016,S. Rondon,Salomon Rondon,25,Venezuela,West Bromwich Albion,80,83,81,ST,ST,2019
2016,B. Foster,Ben Foster,32,England,West Bromwich Albion,79,79,79,GK,SUB,2018
2016,J. Evans,Jonny Evans,27,Northern Ireland,West Bromwich Albion,78,78,78,CB,LCB,2019
2016,C. Yacob,Claudio Yacob,27,Argentina,West Bromwich Albion,78,78,78,"CDM, CM",CDM,2017
2016,J. Olsson,Jonas Olsson,32,Sweden,West Bromwich Albion,77,77,77,CB,SUB,2016
2016,S. Sessegnon,Stephane Sessegnon,31,Benin,West Bromwich Albion,77,77,77,"CAM, RM, LM",SUB,2016
2016,S. Berahino,Saido Berahino,21,England,West Bromwich Albion,76,85,78,ST,LM,2017
2016,R. Lambert,Rickie Lambert,33,England,West Bromwich Albion,75,75,75,ST,SUB,2017
2016,G. McAuley,Gareth McAuley,35,Northern Ireland,West Bromwich Albion,75,75,75,CB,RCB,2016
2016,D. Fletcher,Darren Fletcher,31,Scotland,West Bromwich Albion,75,75,75,"CM, CDM",RCM,2017
2016,S. Pocognoli,Sebastien Pocognoli,27,Belgium,West Bromwich Albion,75,75,75,LB,SUB,2017
2016,C. Gardner,Craig Gardner,28,England,West Bromwich Albion,75,75,75,"CM, CDM, RB",SUB,2017
2016,C. Gamboa,Cristian Gamboa,25,Costa Rica,West Bromwich Albion,74,77,75,RB,SUB,2017
2016,J. McClean,James McClean,26,Republic of Ireland,West Bromwich Albion,74,76,75,"LM, RM, LW, ST",RM,2018
2016,J. Morrison,James Morrison,29,Scotland,West Bromwich Albion,74,74,74,"CM, CDM, RM",LCM,2016
2016,C. McManaman,Callum McManaman,24,England,West Bromwich Albion,73,78,74,"RW, ST, RM",SUB,2018
2016,C. Brunt,Chris Brunt,30,Northern Ireland,West Bromwich Albion,73,73,73,"LM, LB",LB,2017
2016,V. Anichebe,Victor Anichebe,27,Nigeria,West Bromwich Albion,73,73,73,ST,SUB,2016
2016,J. Chester,James Chester,26,Wales,West Bromwich Albion,72,74,73,CB,SUB,2019
2016,B. Myhill,Boaz Myhill,32,Wales,West Bromwich Albion,72,72,72,GK,GK,2017
2016,S. Gnabry,Serge Gnabry,19,Germany,West Bromwich Albion,70,82,73,RM,SUB,2016
2016,C. Dawson,Craig Dawson,25,England,West Bromwich Albion,66,69,67,"RB, CB",RB,2017
2016,A. Nabi,Adil Nabi,21,England,West Bromwich Albion,62,71,64,ST,RES,2016
2016,Z. Elbouzedi,Zachary Elbouzedi,17,Republic of Ireland,West Bromwich Albion,61,81,65,CAM,RES,2018
2016,A. Wright,Andre Wright,18,England,West Bromwich Albion,61,80,65,ST,RES,2016
2016,C. Jones,Callam Jones,19,England,West Bromwich Albion,59,69,61,CB,RES,2016
2016,S. Nabi,Samir Nabi,18,England,West Bromwich Albion,59,68,61,CM,RES,2021
2016,J. Rose,Jack Rose,20,England,West Bromwich Albion,59,67,61,GK,RES,2016
2016,A. Palmer,Alex Palmer,18,England,West Bromwich Albion,54,63,56,GK,RES,2017
2016,T. Campbell,Tahvon Campbell,18,England,West Bromwich Albion,48,67,52,ST,RES,2021
2016,D. Payet,Dimitri  Payet,28,France,West Ham United,81,81,81,"CAM, LM",CAM,2020
2016,A. Song,Alexandre Song,27,Cameroon,West Ham United,79,79,79,"CDM, CM",SUB,2016
2016,A. Ogbonna,Angelo Ogbonna,27,Italy,West Ham United,79,79,79,CB,SUB,2019
2016,A. Carroll,Andy Carroll,26,England,West Ham United,78,81,79,ST,SUB,2019
2016,W. Reid,Winston Reid,26,New Zealand,West Ham United,78,78,78,CB,LCB,2021
2016,Adrian,Adrian,28,Spain,West Ham United,78,78,78,GK,GK,2016
2016,M. Lanzini,Manuel Lanzini,22,Argentina,West Ham United,76,83,78,CAM,RM,2018
2016,V. Moses,Victor Moses,24,Nigeria,West Ham United,76,80,77,"LM, LW, RM",LM,2016
2016,E. Valencia,Enner Valencia,25,Ecuador,West Ham United,76,79,77,ST,SUB,2019
2016,M. Noble,Mark Noble,28,England,West Ham United,76,76,76,"CM, CDM",LDM,2020
2016,M. Zarate,Mauro Zarate,28,Argentina,West Ham United,76,76,76,"ST, CF",SUB,2017
2016,D. Sakho,Diafra Sakho,25,Senegal,West Ham United,75,79,76,ST,ST,2018
2016,C. Kouyate,Cheikhou Kouyate,25,Senegal,West Ham United,75,78,76,"CDM, CM, CB",SUB,2018
2016,J. Collins,James Collins,31,Wales,West Ham United,75,75,75,CB,SUB,2016
2016,Pedro Obiang,Pedro Obiang,23,Spain,West Ham United,74,81,76,"CM, CDM",RDM,2019
2016,C. Jenkinson,Carl Jenkinson,23,England,West Ham United,74,78,75,RB,RB,2016
2016,M. Amalfitano,Morgan Amalfitano,30,France,West Ham United,74,74,74,"RM, CM",SUB,2017
2016,A. Cresswell,Aaron Cresswell,25,England,West Ham United,73,77,74,LB,LB,2020
2016,J. Tomkins,James Tomkins,26,England,West Ham United,73,74,74,CB,RCB,2020
2016,D. Randolph,Darren Randolph,28,Republic of Ireland,West Ham United,72,72,72,GK,SUB,2021
2016,J. O'Brien,Joey O'Brien,29,Republic of Ireland,West Ham United,71,71,71,"RB, LB",SUB,2016
2016,D. Henry,Doneil Henry,22,Canada,West Ham United,67,75,69,"CB, RB",RES,2020
2016,S. Hendrie,Stephen Hendrie,20,Scotland,West Ham United,61,74,64,LB,RES,2021
2016,M. Samuelsen,Martin Samuelsen,18,Norway,West Ham United,60,70,62,"RM, CAM",RES,2017
2016,L. Chambers,Leo Chambers,19,England,West Ham United,59,66,61,"CB, RB",RES,2016
2016,R. Spiegel,Raphael Spiegel,22,Switzerland,West Ham United,59,63,60,GK,RES,2016
2016,E. Lee,Elliot Lee,20,England,West Ham United,59,63,60,ST,RES,2016
2016,O. Borg,Oscar Borg,17,England,West Ham United,58,76,62,"LM, LB, RM",RES,2016
2016,L. Page,Lewis Page,19,England,West Ham United,58,64,60,LB,RES,2016
2016,K. Knoyle,Kyle Knoyle,18,England,West Ham United,57,69,60,RB,RES,2017
2016,J. Cullen,Josh Cullen,19,Republic of Ireland,West Ham United,57,68,60,CM,RES,2018
2017,M. Ozil,Mesut Ozil,27,Germany,Arsenal,89,90,90,"CAM, LW",CAM,2018
2017,P. Cech,Petr Cech,34,Czech Republic,Arsenal,88,88,88,GK,GK,2019
2017,A. Sanchez,Alexis Sanchez,27,Chile,Arsenal,87,87,87,"LW, LM, RW",LM,2018
2017,Santi Cazorla,Santi Cazorla,31,Spain,Arsenal,86,86,86,"CAM, CM, CDM",RDM,2017
2017,L. Koscielny,Laurent Koscielny,30,France,Arsenal,85,85,85,CB,LCB,2017
2017,A. Ramsey,Aaron Ramsey,25,Wales,Arsenal,84,87,85,"CM, CDM, RW",RM,2018
2017,G. Xhaka,Granit Xhaka,23,Switzerland,Arsenal,84,87,85,CM,LDM,2021
2017,S. Mustafi,Shkodran Mustafi,24,Germany,Arsenal,83,88,84,CB,RCB,2021
2017,P. Mertesacker,Per Mertesacker,31,Germany,Arsenal,83,83,83,CB,SUB,2017
2017,O. Giroud,Olivier Giroud,29,France,Arsenal,83,83,83,ST,ST,2018
2017,F. Coquelin,Francis Coquelin,25,France,Arsenal,81,84,82,"CDM, CM",SUB,2019
2017,T. Walcott,Theo  Walcott,27,England,Arsenal,81,81,81,"LM, ST, RW, RM",SUB,2019
2017,Nacho Monreal,Nacho Monreal,30,Spain,Arsenal,81,81,81,LB,LB,2019
2017,Lucas Perez,Lucas Perez,27,Spain,Arsenal,81,81,81,ST,SUB,2020
2017,D. Welbeck,Daniel Welbeck,25,England,Arsenal,80,84,81,"ST, LM",SUB,2019
2017,K. Gibbs,Kieran Gibbs,26,England,Arsenal,80,82,81,LB,SUB,2018
2017,M. Debuchy,Mathieu Debuchy,30,France,Arsenal,80,80,80,RB,RES,2017
2017,Hector Bellerin,Hector Bellerin,21,Spain,Arsenal,79,87,81,RB,RB,2019
2017,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,22,England,Arsenal,79,86,81,"RM, RW",SUB,2018
2017,Gabriel,Gabriel Paulista,25,Brazil,Arsenal,79,83,80,CB,SUB,2019
2017,D. Ospina,David Ospina,27,Colombia,Arsenal,79,80,80,GK,SUB,2019
2017,M. Elneny,Mohamed Elneny,23,Egypt,Arsenal,74,81,76,"CDM, CM",SUB,2020
2017,C. Jenkinson,Carl Jenkinson,24,England,Arsenal,73,76,74,RB,RES,2018
2017,A. Iwobi,Alex Iwobi,20,Nigeria,Arsenal,70,82,73,"LM, RM, ST",SUB,2019
2017,Y. Sanogo,Yaya Sanogo,23,France,Arsenal,69,75,71,ST,RES,2018
2017,G. Zelalem,Gedion Zelalem,19,United States,Arsenal,67,84,71,CM,RES,2018
2017,R. Holding,Rob Holding,20,England,Arsenal,67,79,70,"CB, RB",SUB,2023
2017,A. Maitland-Niles,Ainsley Maitland-Niles,18,England,Arsenal,65,75,67,"RM, CM",RES,2017
2017,C. Akpom,Chuba Akpom,20,England,Arsenal,64,78,67,ST,RES,2019
2017,J. Reine-Adelaide,Jeff Reine-Adelaide,18,France,Arsenal,63,78,66,"CAM, RW",RES,2018
2017,K. Bielik,Krystian Bielik,18,Poland,Arsenal,61,78,65,"CB, CDM",RES,2023
2017,C. Willock,Chris Willock,18,England,Arsenal,56,78,61,ST,RES,2017
2017,M. Macey,Matt Macey,21,England,Arsenal,52,64,55,GK,RES,2018
2017,J. Wilshere,Jack Wilshere,24,England,Bournemouth,82,85,83,"CM, CDM, CAM",RCM,2017
2017,M. Gradel,Max Gradel,28,Ivory Coast,Bournemouth,79,79,79,"LW, RW, ST",SUB,2019
2017,C. Wilson,Callum Wilson,24,England,Bournemouth,76,82,78,ST,ST,2019
2017,A. Boruc,Artur Boruc,36,Poland,Bournemouth,76,76,76,GK,GK,2022
2017,A. Surman,Andrew Surman,29,England,Bournemouth,75,75,75,"CM, CDM",CDM,2017
2017,B. Afobe,Benik Afobe,23,England,Bournemouth,74,82,76,ST,SUB,2020
2017,H. Arter,Harry Arter,26,Republic of Ireland,Bournemouth,74,76,75,"CM, CAM",LCM,2018
2017,M. Wilson,Marc Wilson,28,Republic of Ireland,Bournemouth,74,74,74,"CB, LB, CDM",RES,2018
2017,S. Francis,Simon Francis,31,England,Bournemouth,73,73,73,"CB, RB",RCB,2019
2017,A. Federici,Adam Federici,31,Australia,Bournemouth,73,73,73,GK,SUB,2018
2017,N. Ake,Nathan Ake,21,Netherlands,Bournemouth,72,81,74,LB,SUB,2020
2017,R. Fraser,Ryan Fraser,22,Scotland,Bournemouth,72,80,74,"LM, RM",SUB,2018
2017,S. Cook,Steve Cook,25,England,Bournemouth,72,78,74,CB,LCB,2019
2017,J. King,Joshua King,24,Norway,Bournemouth,72,77,73,"ST, LM",LM,2018
2017,D. Gosling,Dan Gosling,26,England,Bournemouth,72,74,73,CM,SUB,2018
2017,M. Pugh,Marc Pugh,29,England,Bournemouth,72,72,72,LM,SUB,2018
2017,C. Daniels,Charlie Daniels,29,England,Bournemouth,72,72,72,LB,LB,2019
2017,L. Cook,Lewis Cook,19,England,Bournemouth,71,85,74,"CM, CDM, CAM",SUB,2020
2017,J. Ibe,Jordon Ibe,20,England,Bournemouth,71,81,73,"LW, RW",RM,2022
2017,T. Mings,Tyrone Mings,23,England,Bournemouth,71,79,73,LB,SUB,2019
2017,A. Smith,Adam Smith,25,England,Bournemouth,71,75,72,RB,RB,2020
2017,J. Stanislas,Junior Stanislas,26,England,Bournemouth,70,71,71,"LM, RM",SUB,2019
2017,L. Grabban,Lewis Grabban,28,England,Bournemouth,70,70,70,ST,SUB,2019
2017,L. Mousset,Lys Mousset,20,France,Bournemouth,68,75,70,ST,RES,2020
2017,E. Hyndman,Emerson Hyndman,20,United States,Bournemouth,65,78,68,CM,RES,2020
2017,B. Smith,Brad Smith,22,Australia,Bournemouth,65,75,67,"LB, LWB",SUB,2020
2017,R. Allsop,Ryan Allsop,24,England,Bournemouth,64,71,66,GK,RES,2018
2017,J. Lee,Jordan Lee,19,England,Bournemouth,59,72,62,RB,RES,2020
2017,O. Harfield,Ollie Harfield,18,England,Bournemouth,59,68,61,LB,RES,2017
2017,C. Jordan,Corey Jordan,18,England,Bournemouth,56,71,59,CB,RES,2017
2017,J. Holmes,Jordan Holmes,19,Australia,Bournemouth,54,71,58,GK,RES,2018
2017,P. O'Flaherty,Patrick O'Flaherty,19,England,Bournemouth,54,68,57,GK,RES,2017
2017,C. Buckley,Callum Buckley,20,England,Bournemouth,51,60,53,"LB, CB",RES,2017
2017,S. Defour,Steven Defour,28,Belgium,Burnley,79,79,79,CM,LCM,2019
2017,T. Heaton,Tom Heaton,30,England,Burnley,76,76,76,GK,GK,2020
2017,M. Keane,Michael Keane,23,England,Burnley,75,82,77,"CB, RB",RCB,2018
2017,A. Gray,Andre Gray,25,England,Burnley,75,79,76,ST,RS,2018
2017,M. Lowton,Matthew Lowton,27,England,Burnley,75,75,75,RB,RB,2018
